NAME,SIMBADNAME,SIMBADURL,DATE,MASS,R,BMV,MSTAR,RSTAR,TEFF,A,PER,ECC,DIST,NCOMP,PLANETDISCMETH
Kepler-314 c,Kepler-314,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-314,2014,0.025195,0.258721,,,0.95,5378,0.0643363,5.960392,,,2,Transit
CoRoT-2 b,CoRoT-Exo-2,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-2,2008,3.27527,1.466,0.854,0.97,0.902,5625,0.0280884,1.7429935,0.0143,,1,Transit
Kepler-447 b,KOI-1800,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-1800,2010,1.37,1.65,,1,1.05,5493,0.0769686,7.79430132,0.123,,1,Transit
Kepler-187 c,Kepler-187,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-187,2014,0.0218083,0.238201,,,1.287,6105,0.0946763,10.640263,,,2,Transit
Kepler-257 c,Kepler-257,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-257,2014,0.0975428,0.482648,,,1.037,5180,0.0687315,6.581484,,,3,Transit
Kepler-424 c,2MASS J19542997+4834388,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J19542997%2B4834388,2014,7.03702,,,1.01,0.94,5460,0.724323,223.3,0.319,,2,Transit
HD 108874 c,HD 108874,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+108874,2005,1.02837,,0.738,0.95,1.12115,5550.95,2.72021,1680.3835,0.273039,62.6174,2,RV
GJ 832 c,HD 204961,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+204961,2014,0.016749,,,0.45,,3472,0.162542,35.68,0.18,4.95,2,RV
Kepler-289 b,Kepler-289,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-289,2014,0.0188614,0.21679,,,1.162,5930,0.207581,34.543901,,,3,Transit
Kepler-346 c,Kepler-346,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-346,2014,0.0281036,0.273887,,,1.021,6033,0.162163,23.851549,,,2,Transit
HD 200964 c,HD 200964,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+200964,2011,0.945722,,0.88,1.57,3.80029,5082,2.00121,825,0.181,72.2022,2,RV
HD 10180 h,HD 10180,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+10180,2011,0.206033,,0.629,1.06,1.10851,5911,3.42452,2248,0.151,39.0168,6,RV
HD 33142 b,HD 33142,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+33142,2011,1.41137,,0.95,1.62,4.29546,5049,1.09038,326.6,0.12,126,1,RV
Kepler-402 e,Kepler-402,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-402,2014,0.0107805,0.130252,,,1.264,6090,0.098218,11.242861,,,4,Transit
HAT-P-20 b,StKM 1-649,http://simbad.harvard.edu/simbad/sim-id?Ident=StKM+1-649,2011,7.28953,0.867,,0.756,0.694,4595,0.03616,2.875317,0.015,70.0001,1,Transit
HD 7924 b,HD 7924,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+7924,2009,0.0273647,,0.826,0.832,0.7821,5177,0.0566417,5.39792,0.058,16.8095,3,RV
Kepler-439 b,,,2010,0.0168896,0.199841,,0.884,0.866,5431,0.594654,178.1396,0,693,1,Transit
CoRoT-5 b,CoRoT-Exo-5,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-5,2009,0.462537,1.388,0.67,1,1.186,6100,0.0496334,4.0378962,0.09,,1,Transit
WASP-47 b,WASP-47,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-47,2012,1.13646,1.15,,1.084,1.15,5400,0.0520112,4.1591399,0,200,1,Transit
Kepler-194 d,Kepler-194,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-194,2014,0.0185304,0.214114,,,1.025,6089,0.275493,52.814973,,,3,Transit
Kepler-36 b,TYC 3551-2464-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+3551-2464-1,2011,0.0140379,0.132454,0.72,1.071,1.626,5911,0.115423,13.83989,0,,2,Transit
Kepler-161 b,Kepler-161,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-161,2014,0.0157841,0.189134,,,0.806,5078,0.0566234,4.921355,,,2,Transit
HAT-P-35 b,HAT-P-35,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-35,2012,1.05422,1.332,1.25,1.236,1.435,6096,0.0497734,3.646706,0.025,535.045,1,Transit
HD 99109 b,HD 99109,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+99109,2006,0.504198,,0.874,0.94,0.973205,5272.39,1.10806,439.3,0.09,49.9251,1,RV
Kepler-253 c,Kepler-253,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-253,2014,0.0215411,0.236417,,,0.786,5208,0.0925387,10.281951,,,3,Transit
Kepler-5 b,Kepler-5,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-5,2010,2.11663,1.431,,1.374,1.793,6297,0.0506416,3.54846,0,,1,Transit
Kepler-161 c,Kepler-161,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-161,2014,0.0151834,0.182889,,,0.806,5078,0.0720527,7.06424,,,2,Transit
HD 10647 b,HD 10647,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+10647,2006,0.925037,,0.551,1.095,1.18569,6104.96,2.02175,1003,0.16,17.4338,1,RV
Kepler-331 b,Kepler-331,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-331,2014,0.013404,0.16237,,,0.492,4347,0.0812396,8.457496,,,3,Transit
Kepler-28 c,Kepler-28,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-28,2011,0.0348081,0.303057,,0.75,0.7,4590,0.0768547,8.98597,0,,2,Transit
HATS-9 b,,,2015,0.837,1.065,0.804,1.03,1.503,5366,0.0304899,1.9153073,0,622,1,Transit
Kepler-121 b,Kepler-121,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-121,2014,0.0178911,0.208761,,,0.701,5311,0.0422983,3.177422,,,2,Transit
Kepler-412 b,,,2011,0.940391,1.325,,1.167,1.287,5750,0.0295963,1.720861232,0.0038,1056,1,Transit
upsilon And c,upsilon And,http://simbad.harvard.edu/simbad/sim-id?Ident=upsilon+And,1999,1.91855,,0.536,1.31,1.383,6212.65,0.830445,241.33335,0.223848,13.4916,3,RV
Kepler-170 c,Kepler-170,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-170,2014,0.0245625,0.255152,,,1.035,5679,0.12769,16.665863,,,2,Transit
Kepler-122 b,Kepler-122,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-122,2014,0.0178911,0.208761,,,1.216,6050,0.0629312,5.766193,,,4,Transit
WASP-12 b,WASP-12,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-12,2009,1.36063,1.79,0.42,1.28,1.63,6300,0.0225329,1.09142245,0.049,,1,Transit
Kepler-148 b,Kepler-148,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-148,2014,0.0132614,0.160585,,,0.851,5272,0.0281967,1.729366,,,2,Transit
HD 170469 b,HD 170469,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+170469,2007,0.668676,,0.677,1.136,1.22117,5810,2.23538,1145,0.11,62.7353,1,RV
Kepler-285 b,Kepler-285,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-285,2014,0.00809262,0.119547,,,0.808,5411,0.0373252,2.633867,,,2,Transit
HD 88133 b,HD 88133,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+88133,2005,0.296108,,0.81,1.18,1.94267,5438,0.0469104,3.41587,0.133,81.4332,1,RV
HD 196885 b,HD 196885,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+196885,2008,2.9439,,0.509,1.23,1.29927,6254,2.54171,1333,0.48,33.5233,1,RV
24 Sex b,24 Sex,http://simbad.harvard.edu/simbad/sim-id?Ident=24+Sex,2011,1.83564,,0.92,1.81,3.92062,5069,1.4118,455.2,0.184,77.4593,2,RV
HD 190228 b,HD 190228,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+190228,2003,5.94193,,0.793,1.821,1.73503,5347.98,2.60478,1136.1,0.531,61.6143,1,RV
Kepler-333 b,Kepler-333,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-333,2014,0.00769114,0.117763,,,0.534,4259,0.105697,12.551158,,,2,Transit
Kepler-370 c,Kepler-370,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-370,2014,0.0140679,0.170399,,,0.9,5852,0.139463,19.02293,,,2,Transit
Kepler-111 c,Kepler-111,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-111,2014,0.159251,0.651262,,,1.157,5952,0.723521,224.784608,,,2,Transit
Kepler-267 d,Kepler-267,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-267,2014,0.0171819,0.202516,,,0.555,4258,0.182449,28.464515,,,3,Transit
HD 181720 b,HD 181720,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+181720,2010,0.37199,,0.599,0.92,1.2465,5781,1.84741,956,0.26,58.072,1,RV
55 Cnc c,55 Cnc,http://simbad.harvard.edu/simbad/sim-id?Ident=55+Cnc,2002,0.164558,,0.869,0.905,0.943,5196,0.237305,44.38,0.07,12.3411,5,RV
HD 156411 b,LTT 6896,http://simbad.harvard.edu/simbad/sim-id?Ident=LTT+6896,2010,0.732711,,0.614,1.24,1.85525,5910,1.87545,842.2,0.22,54.7945,1,RV
HATS-3 b,HATS-3,http://simbad.harvard.edu/simbad/sim-id?Ident=HATS-3,2013,1.0735,1.381,0.02,1.209,1.404,6351,0.0485119,3.547851,0,453,1,Transit
Kepler-101 b,Kepler-101,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-101,2014,0.115399,0.523686,,,1.666,5570,0.0450089,3.487691,,,2,Transit
91 Aqr b,91 Aqr,http://simbad.harvard.edu/simbad/sim-id?Ident=91+Aqr,2013,3.07016,,1.107,1.32,11,4681,0.688457,181.4,0.027,45.9,1,RV
Kepler-362 b,Kepler-362,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-362,2014,0.0018494,0.0785083,,,0.722,5788,0.0928099,10.327186,,,2,Transit
Kepler-301 b,Kepler-301,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-301,2014,0.00829825,0.120439,,,0.9,5815,0.0361317,2.508553,,,3,Transit
Kepler-403 b,Kepler-403,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-403,2014,0.00638668,0.111518,,,1.329,6090,0.0718296,7.031462,,,2,Transit
Kepler-404 c,Kepler-404,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-404,2014,0.0127076,0.153448,,,0.884,5654,0.117713,14.751166,,,2,Transit
Kepler-279 b,Kepler-279,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-279,2014,0.0403249,0.322955,,,1.746,6363,0.104337,12.309681,,,1,Transit
HD 27894 b,HD 27894,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+27894,2005,0.617925,,1.003,0.75,1.20255,4875,0.122117,17.990999,0.049,43.8789,1,RV
HD 156279 b,HD 156279,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+156279,2012,9.7848,,0.802,0.93,0.958138,5453,0.494507,131.05,0.708,36.6032,1,RV
Kepler-207 d,Kepler-207,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-207,2014,0.032872,0.295298,,,1.588,5920,0.0636703,5.868075,,,3,Transit
Kepler-297 c,Kepler-297,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-297,2014,0.117213,0.58346,,,0.915,5619,0.347807,74.920137,,,2,Transit
Kepler-345 b,Kepler-345,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-345,2014,0.00100422,0.0660184,,,0.623,4504,0.0744222,7.415563,,,2,Transit
61 Vir d,61 Vir,http://simbad.harvard.edu/simbad/sim-id?Ident=61+Vir,2010,0.0715929,,0.709,0.942,0.978547,5571,0.474527,123.01,0.35,8.55505,3,RV
Kepler-141 c,Kepler-141,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-141,2014,0.00960182,0.125792,,,0.787,4910,0.0716875,7.010606,,,2,Transit
HD 179079 b,HD 179079,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+179079,2009,0.0837774,,0.744,1.09,1.33814,5724,0.119635,14.476,0.115,65.5308,1,RV
Kepler-220 d,Kepler-220,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-220,2014,0.00271267,0.0874297,,,0.666,4632,0.180985,28.122397,,,4,Transit
WASP-4 b,WASP-4,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-4,2008,1.22311,1.341,0.5,0.91,0.914,5500,0.0230406,1.3382299,0,300.03,1,Transit
Kepler-432 c,KOI-1299,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-1299,2015,2.36402,,,1.32,4.06,4995,1.17816,406.2,0.498,870,2,RV
Kepler-141 b,Kepler-141,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-141,2014,0.000786457,0.0615577,,,0.787,4910,0.041677,3.107675,,,2,Transit
HD 4113 b,HD 4113,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+4113,2008,1.64829,,0.716,0.99,1.07428,5688,1.27266,526.62,0.903,44.0529,1,RV
HD 330075 b,HD 330075,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+330075,2004,0.623724,,0.935,0.7,1.20726,5017,0.0392074,3.38773,0,49.6032,1,RV
Kepler-256 e,Kepler-256,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-256,2014,0.0179955,0.209653,,,1.301,5551,0.0949212,10.681572,,,4,Transit
HD 104985 b,HD 104985,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+104985,2003,4.9174,,1.029,1.04,7.09522,4819,0.678014,199.505,0.09,97.0874,1,RV
HATS-10 b,,,2015,0.526,0.969,0.707,1.101,1.105,5880,0.0449161,3.312846,0,496,1,Transit
Kepler-189 b,Kepler-189,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-189,2014,0.0057099,0.107949,,,0.75,5235,0.0932453,10.399931,,,2,Transit
Kepler-101 c,Kepler-101,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-101,2014,0.00789025,0.118655,,,1.666,5570,0.0648349,6.029809,,,2,Transit
HD 87883 b,HD 87883,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+87883,2009,1.75571,,0.96,0.803,0.778353,4958,3.57648,2754,0.53,18.205,1,RV
Kepler-81 c,Kepler-81,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-81,2012,0.0181548,0.211,,0.64,0.59,4500,0.0885967,12.04,,,3,Transit
Kepler-156 c,Kepler-156,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-156,2014,0.0202659,0.227496,,,0.807,5094,0.123783,15.906801,,,2,Transit
Kepler-127 d,Kepler-127,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-127,2014,0.0214091,0.235525,,,1.359,6106,0.260742,48.630408,,,3,Transit
HD 10180 g,HD 10180,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+10180,2011,0.0673813,,0.629,1.06,1.10851,5911,1.42271,602,0,39.0168,6,RV
Kepler-275 c,Kepler-275,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-275,2014,0.0344212,0.301543,,,1.383,6165,0.124722,16.088134,,,3,Transit
Kepler-201 c,Kepler-201,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-201,2014,0.0244074,0.25426,,,1.229,6065,0.557119,151.884058,,,2,Transit
WASP-94 B b,2MASS 20550915-3408078,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+20550915-3408078,2014,0.619839,,,1.24,1.35,6040,0.0334746,2.00839,0,,1,Transit
Kepler-208 c,Kepler-208,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-208,2014,0.00915403,0.124008,,,1.314,6092,0.0747634,7.466623,,,4,Transit
Kepler-274 b,Kepler-274,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-274,2014,0.0115417,0.13739,,,1.007,6023,0.100488,11.634788,,,2,Transit
Kepler-420 b,KOI-1257,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-1257,2010,1.45,0.94,,0.99,1.13,5520,0.381935,86.647661,0.772,900,1,Transit
HD 66428 b,HD 66428,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+66428,2006,2.74962,,0.715,1.061,0.979625,5752.03,3.14259,1973,0.465,54.9149,1,RV
HD 52265 b,HD 52265,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+52265,2000,1.07139,,0.572,1.17,1.34703,6076.31,0.499878,119.29,0.325,28.9603,1,RV
Kepler-75 b,KOI-889,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-889,2011,9.98479,1.03,,0.88,0.88,5330,0.0807413,8.884924,0.569,1140,1,Transit
Kepler-326 c,Kepler-326,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-326,2014,0.00937625,0.1249,,,0.801,5105,0.0539767,4.580358,,,3,Transit
Kepler-249 c,Kepler-249,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-249,2014,0.0120453,0.134713,,,0.482,3568,0.0723886,7.113702,,,3,Transit
HD 16417 b,HD 16417,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+16417,2009,0.0669595,,0.67,1.115,1.45645,5817,0.135435,17.24,0.2,25.7798,1,RV
Kepler-251 c,Kepler-251,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-251,2014,0.0232079,0.247123,,,0.89,5526,0.126914,16.514043,,,4,Transit
Kepler-15 b,Kepler-15,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-15,2011,0.662431,0.96,,1.018,0.992,5515,0.0571382,4.942782,0.133933,,1,Transit
HD 205739 b,HD 205739,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+205739,2008,1.48708,,0.54,1.22,1.46292,6176,0.894939,279.8,0.27,107.759,1,RV
Kepler-302 b,Kepler-302,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-302,2014,0.0537981,0.362209,,,1.22,5740,0.189725,30.184104,,,2,Transit
Kepler-317 b,Kepler-317,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-317,2014,0.0155228,0.186457,,,0.941,5497,0.0611582,5.524242,,,2,Transit
Kepler-152 c,Kepler-152,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-152,2014,0.0184218,0.213222,,,0.724,5088,0.387942,88.255055,,,2,Transit
Kepler-343 b,Kepler-343,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-343,2014,0.0186399,0.215006,,,1.433,5807,0.0844802,8.96855,,,2,Transit
CoRoT-16 b,CoRoT-16,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-16,2012,0.537982,1.17,1.05,1.098,1.19,5650,0.0617874,5.35227,0.33,840,1,Transit
HD 216770 b,HD 216770,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+216770,2004,0.646927,,0.821,0.9,1.03957,5423,0.455837,118.45,0.37,35.5745,1,RV
HD 136418 b,HD 136418,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+136418,2010,1.9935,,0.93,1.33,3.83357,4972,1.29111,464.3,0.255,98.2318,1,RV
Kepler-59 b,Kepler-59,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-59,2011,0.00441201,0.100246,,1.04,0.94,6074,0.103167,11.8681707,,,2,Transit
Kepler-98 b,KOI-299,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-299,2014,0.0111695,0.177536,,0.99,1.11,5539,0.0260305,1.54168,0,,1,Transit
Kepler-192 b,Kepler-192,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-192,2014,0.0227766,0.244446,,,1.007,5479,0.090395,9.926746,,,2,Transit
Kepler-202 c,Kepler-202,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-202,2014,0.0136211,0.165046,,,0.667,4668,0.125725,16.282493,,,2,Transit
GJ 163 d,GJ 163,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+163,2013,0.0926098,,1.491,0.4,,,1.03037,603.95116,0.373,14.9948,3,RV
Kepler-339 c,Kepler-339,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-339,2014,0.00478497,0.102596,,,0.802,5631,0.0715337,6.988055,,,3,Transit
HD 188015 b,HD 188015,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+188015,2005,1.46957,,0.727,1.056,1.03281,5745.68,1.19018,461.2,0.137,57.0125,1,RV
WASP-59 b,WASP-59,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-59,2013,0.859095,0.775,0.92,0.719,0.613,4650,0.0696866,7.919585,0.1,125,1,Transit
WASP-54 b,BD+00 3088,http://simbad.harvard.edu/simbad/sim-id?Ident=BD%2B00+3088,2013,0.63273,1.653,0.56,1.213,1.828,6100,0.049881,3.6936411,0.067,200,1,Transit
HAT-P-8 b,HAT-P-8,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-8,2009,1.29336,1.5,0.41,1.28,1.58,6200,0.0449613,3.076337,0,230.001,1,Transit
Kepler-446 b,KOI-2842,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-2842,2010,0.0115145,0.137,,0.22,0.24,3359,0.0159282,1.565409,0,120,3,Transit
WASP-15 b,WASP-15,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-15,2009,0.542797,1.379,0.37,1.18,1.477,6300,0.0499436,3.7521,0,,1,Transit
Kepler-425 b,Kepler-425,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-425,2010,1,0.978,1.077,0.93,0.86,5170,0.0464979,3.79701816,0,650,1,Transit
HD 10180 d,HD 10180,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+10180,2011,0.0376549,,0.629,1.06,1.10851,5911,0.128581,16.3567,0.143,39.0168,6,RV
HD 9446 c,HD 9446,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+9446,2010,1.81548,,0.68,1,0.919448,5793,0.65375,192.9,0.06,52.356,2,RV
Kepler-445 b,KOI-2704,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-2704,2010,0.0120099,0.144,,0.18,0.21,3157,0.022904,2.984151,0,90,3,Transit
XO-4 b,XO-4,http://simbad.harvard.edu/simbad/sim-id?Ident=XO-4,2008,1.60254,1.33,0.35,1.32,,,0.05524,4.1250828,0,293,1,Transit
WASP-48 b,WASP-48,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-48,2011,0.984236,1.67,0.660001,1.19,1.75,5920,0.034488,2.143634,0,,1,Transit
HD 37124 b,HD 37124,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+37124,2000,0.674371,,0.667,0.85,0.772275,5500.24,0.533637,154.378,0.054,33.67,3,RV
WASP-32 b,TYC 2-1155-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+2-1155-1,2010,3.45362,1.1,0.8,1.07,1.09,6140,0.0390315,2.718661,0,,1,Transit
Kepler-265 b,Kepler-265,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-265,2014,0.0136944,0.165938,,,1.103,5835,0.0705628,6.846262,,,4,Transit
OGLE-TR-211 b,OGLE-TR-211,http://simbad.harvard.edu/simbad/sim-id?Ident=OGLE-TR-211,2008,0.757277,1.36,,1.33,1.64,6325,0.0512842,3.67724,0,,1,Transit
gamma Cep b,gamma Cep,http://simbad.harvard.edu/simbad/sim-id?Ident=gamma+Cep,1988,1.51728,,1.031,1.26,5.01,4764,1.9793,905.574,0.12,14.1024,1,RV
Kepler-325 b,Kepler-325,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-325,2014,0.0253561,0.259613,,,1.003,5752,0.0536941,4.544439,,,3,Transit
Kepler-11 g,GSC 03144-00002,http://simbad.harvard.edu/simbad/sim-id?Ident=GSC+03144-00002,2011,0.0332233,0.296741,,0.961,1.1,5663,0.465624,118.3807,0,,6,Transit
Kepler-256 b,Kepler-256,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-256,2014,0.011856,0.14185,,,1.301,5551,0.0270005,1.620493,,,4,Transit
HD 1605 c,HD 1605,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+1605,2015,3.50295,,0.96,1.31,3.8,4757,3.52689,2111,0.098,84.6,2,RV
GJ 86 b,GJ 86,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+86,2000,4.00104,,0.812,0.796,0.748264,5150.54,0.114217,15.76491,0.0416,10.7828,1,RV
HD 8574 b,HD 8574,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+8574,2003,1.80603,,0.577,1.122,1.42266,6049.74,0.757141,227,0.297,44.5633,1,RV
Kepler-269 c,Kepler-269,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-269,2014,0.0125062,0.150772,,,0.959,5847,0.079115,8.127899,,,2,Transit
Kepler-250 b,Kepler-250,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-250,2014,0.00450004,0.100812,,,0.805,5160,0.0505253,4.148141,,,3,Transit
HD 82886 b,HD 82886,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+82886,2011,1.30477,,0.864,1.06,3.83685,5112,1.58126,705,0.066,125,1,RV
HD 179949 b,HD 179949,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+179949,2001,0.902075,,0.548,1.181,1.22645,6168.3,0.0439208,3.092514,0.022,27.5482,1,RV
HD 2952 b,HR 135,http://simbad.harvard.edu/simbad/sim-id?Ident=HR+135,2013,1.62021,,1.037,2.54,11.4311,4844,1.22755,311.6,0.129,115.207,1,RV
Kepler-169 e,Kepler-169,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-169,2014,0.0165098,0.196271,,,0.763,4997,0.112418,13.767102,,,5,Transit
HIP 14810 c,HIP 14810,http://simbad.harvard.edu/simbad/sim-id?Ident=HIP+14810,2007,1.27518,,0.777,0.99,1.31998,5485,0.545404,147.76916,0.153155,53.4474,3,RV
Kepler-358 c,Kepler-358,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-358,2014,0.0244074,0.25426,,,0.954,5908,0.373844,83.488369,,,2,Transit
HD 28678 b,HD 28678,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+28678,2011,1.8997,,1.01,2.03,6.33673,5052,1.31659,387.1,0.168,227,1,RV
WASP-56 b,WASP-56,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-56,2013,0.605385,1.092,1.256,1.107,1.112,5600,0.056145,4.617101,0,255,1,Transit
Kepler-18 c,Kepler-18,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-18,2011,0.0544,0.489785,,0.972,1.108,5383,0.0752115,7.64159,0.000338541,,3,Transit
Kepler-215 e,Kepler-215,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-215,2014,0.0129124,0.156125,,,1.027,5739,0.326561,68.16101,,,4,Transit
HATS-6 b,HATS-6,http://simbad.harvard.edu/simbad/sim-id?Ident=HATS-6,2015,0.319,0.998,,0.574,0.57,3724,0.0362414,3.3252725,0,148.4,1,Transit
Kepler-230 c,Kepler-230,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-230,2014,0.0151,0.181997,,,0.817,5588,0.398184,91.773242,,,2,Transit
Kepler-388 b,Kepler-388,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-388,2014,0.00137963,0.0722634,,,0.586,4498,0.0422619,3.173315,,,2,Transit
Kepler-107 e,Kepler-107,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-107,2014,0.0360464,0.307788,,,1.411,5851,0.117702,14.749049,,,4,Transit
